,Country_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
54,Czechia,29859921158.8696,34805013229.572,40866748705.1075,47850203856.1751,60147174076.8651,67387788632.9812,62180159376.1239,66807429711.411,65173130995.2212,61828166496.0941,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,249000540729.179,252548179964.897,245974558654.043,281791218507.1,290527550627.221
55,Germany,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68
56,Djibouti,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,3185150981.03207,3385825228.86997,3515108859.95465
57,Dominica,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000.0,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520429629.62963,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,504214814.814815,555266666.666667,607440740.740741
58,Denmark,139224688814.195,152915654478.885,143195627014.605,156162386724.523,185006881515.065,187632346387.984,173537647058.824,176991934992.837,177965188354.692,164158739097.623,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,346498737961.635,354762748338.661,405687998852.691,400167196948.707
59,Dominican Republic,9824483339.94518,11605382504.0,13081042400.0,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48122601530.3324,48261078913.7266,53860187257.9593,58029773599.455,60681535652.5373,62682159338.0354,67179955677.2791,71164826836.5281,75704647877.6559,79998046305.79,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13
60,Algeria,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,54744697926.068,56760355865.0082,67863850333.9526,85332581188.6107,103198212442.69,117027280155.386,134977082623.78,171000699876.747,137211003661.699,161207307027.185,200013098817.25,209059080929.499,209755003250.664,213809979836.314,165979224866.131,160034212126.018,170096988531.906,174910684781.571,171760275466.61,145743542982.628,163472387986.768,194998449769.085
61,East Asia & Pacific (excluding high income),753373284604.071,877362176380.161,1065302995858.91,1071935566240.48,1322145813137.5,1518455507723.8,1570740162412.87,1433291024362.18,1578157584193.18,1736282412283.76,1847274952029.41,2044520658576.39,2314011252023.51,2683100487725.37,3107883641018.91,3742964683361.41,4731966528028.2,5987288782012.8,6491437866223.52,7900717379136.99,9650874833463.72,10760102571844.5,11870263413707.7,12800321230512.3,13323575118311.0,13614767442825.3,14881358665109.3,16640611153965.4,17213484850175.7,17487617929386.2,20839170495754.5,21193771562304.2
62,Early-demographic dividend,1975737934666.1,2173358590938.42,2423181289063.27,2549155455096.38,2589976163835.73,2814604962976.37,3007027240585.32,2975617396106.0,3146557650838.14,3440095511579.21,3414281661317.57,3321585463361.85,3692647658895.92,4292615595215.03,4998498520541.23,5711797202730.39,6757951141668.01,7616765103128.28,7332396156532.94,8884031209798.03,9795626070584.85,10243728784860.3,10385185617015.8,10740227594970.9,10216824786817.1,10517811163244.0,11373004521325.6,11504322295794.5,11743140069332.9,10941489484833.4,12716982787446.9,14148420366433.0
63,East Asia & Pacific,5442893719943.36,5983315055353.09,6794132980257.29,7404462060278.98,8407703049147.34,8101522614539.11,7743791381646.73,6931652345852.65,7743499881489.52,8377349540465.25,7789508076035.07,7912757790984.25,8702207399274.63,9758433473126.78,10411317309554.8,11034808224299.4,12331154735962.7,14220141864723.5,14630626964216.5,17078044883355.3,19796911407672.4,21174153362040.6,21411260037373.0,22089565874969.3,21995286337605.6,22775818467016.9,24329068203247.4,26487849774769.5,27032674446875.7,27148447173104.2,31112165534854.6,30688235798301.0
64,Europe & Central Asia (excluding high income),859564888121.994,791014140633.351,785265792624.012,674045599737.302,721536976115.354,729341592559.419,761417341296.376,705490152949.695,591797663564.306,662865533121.625,655068116328.393,750707740327.68,947224219829.565,1256021644137.52,1589623253702.44,1950105962933.63,2509469282749.61,3110392920503.27,2437810906121.28,2953123347551.59,3670091075706.84,3914682847733.44,4150280509009.24,3845772639012.83,2921672028195.23,2777844494431.75,3118391538150.36,3183375960368.65,3250597309710.46,2991607694833.72,3580124604033.79,4129330109662.66
65,Europe & Central Asia,9129547622124.36,9793519248255.8,9002961946838.44,9412764456412.25,10869124487155.2,11093995531284.8,10522039639341.4,10794675569889.6,10676421794307.5,10065921815731.6,10168292218080.4,11134322383715.6,13534592292253.0,15775499878104.7,16780902188907.0,18167734620079.1,21227695909963.3,23363317725408.3,20544984633327.1,21016244485056.3,23305492283126.4,22453172441445.4,23454504187753.0,23783815080046.5,20480970346558.5,20408422727022.5,21652739213015.3,23188460071899.6,22907909231787.3,22156584402676.9,25312104726364.4,25329956337827.0
66,Ecuador,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,108108009000.0,99291124000.0,106165866000.0,115049476000.0
67,"Egypt, Arab Rep.",37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742
68,Euro area,6114122875186.22,6745618204470.38,6172471796791.99,6515617848992.98,7515452849974.94,7604358498831.92,6952189647138.43,7149215002406.38,7116212677298.5,6495501325013.47,6596320042254.54,7199933607614.25,8862289873827.47,10160380132192.4,10523534336511.9,11184044963054.4,12879111927824.6,14158257823443.4,12938506901334.7,12641677890245.3,13637982373543.1,12638197128387.1,13196005019503.3,13510511024317.1,11676028077021.1,11973070933908.1,12680502706640.5,13699182177638.3,13419058235305.8,13097221769307.9,14685961531819.3,14136240266478.8
69,Eritrea,,477101651.648376,467872714.755603,531688311.688312,578015625.0,693535954.190067,686490090.140141,745523074.701951,688918508.950846,706370815.584416,752371683.221534,729321671.428501,870248293.699204,1109054005.43971,1098424709.46293,1211161879.6748,1317974491.05691,1380188800.0,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,,,,
70,Spain,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820.0,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324750738725.0,1355579535912.55,1371820537888.62,1196156971279.69,1233554967011.68,1313245330197.65,1421702715218.04,1394320055129.41,1278128867875.49,1445651653604.63,1417800466262.65
71,Estonia,,,,,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30624720196.229,31081901909.2156,31370395572.7658,37191166151.98,38100812958.5196
72,Ethiopia,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589233860.17722,7818205592.92428,7700833482.00615,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126783471597.671
73,European Union,6735918095931.52,7406346647462.83,6761164498941.44,7161925326227.77,8295832183149.5,8431354015024.82,7733772686274.64,7969828384040.82,7925877863372.77,7276390991857.45,7393612739232.78,8083519004561.54,9932133486284.81,11418900352971.1,11910068707011.7,12712635610430.1,14727519982190.6,16295383915395.2,14762732184092.9,14556037351406.0,15765045684120.1,14641507897977.1,15294695568087.0,15651155752825.7,13553676666875.9,13888512857169.0,14765543450855.0,15980992271824.9,15693432719569.6,15381174426002.4,17315524857576.4,16746223630459.1
74,Fragile and conflict affected situations,400453801388.403,364561464351.942,373427180677.432,387422713799.932,470647685122.63,513501426607.119,573407469041.073,589888835850.628,455600793837.261,528316634352.732,525114548136.429,516350189034.186,543431874619.906,683098771421.209,858449973771.2,1064256763312.95,1297384801980.81,1646380142512.02,1521389688352.31,1802880871890.26,1689762063599.2,1888886097184.67,1958466454077.53,2080902833468.18,1656886439406.9,1562107520222.84,1654879733871.17,1735106586568.33,1838740662542.85,1666563897599.33,1782595197351.42,1906134056805.45
75,Finland,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271886077382.102,296776746825.577,282896251391.052
76,Fiji,1383883249.591,1532411039.05479,1636101246.9394,1825732092.54674,1970301486.20561,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104791.00386,4682479912.05203,4930213634.35692,5353469171.0611,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4979979546.0123
77,France,1269276828275.78,1401465923172.24,1322815612694.0,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85
78,Faroe Islands,909253214.82608,912670413.325883,760957189.757646,758739178.612171,901404709.830684,989536914.659081,933763083.395627,1104744235.30111,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3262045883.37293,3655063937.93145,3555929833.05051
79,"Micronesia, Fed. Sts.",166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,416000000.0,408000000.0,406000000.0,424000000.0
80,Gabon,5402919784.57004,5592390827.39854,4378645081.01769,4190819344.22255,4958845648.04778,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15314577154.8076,20217946922.4528,21071739224.8918
81,United Kingdom,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1344240176739.78,1419645865834.63,1560911918795.02,1653694932096.72,1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.4,2543180000000.0,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.5,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2697806592293.86,3141506156618.7,3089072722400.14
82,Georgia,6400000000.0,3730000000.0,2701301482.70181,2514070771.80273,2693768412.89179,3095047603.8083,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12243217070.5734,15107486236.2474,16488822461.4203,17190068235.7892,17627332900.2581,14953673796.1929,15141598622.5692,16242645072.2881,17596922469.9152,17470436258.5131,15842922532.7202,18629365612.096,24780791063.7131
83,Ghana,6603185267.79643,6416103925.83267,5968922939.37198,5446383726.77047,6464382807.67884,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783320576.8882,49406009811.9819,56164928691.0359,60405920071.5652,67298913752.0241,68337974418.3315,70043095503.6675,79524421861.2743,73766052451.5256
84,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Guinea,3015058206.91718,3284620423.06095,3279096492.96264,3383092768.69818,3693710532.91191,3868968367.42785,3783700461.64359,3588375621.82568,3461282460.79752,2995361111.48224,2829435908.64657,2950198723.60858,3446441784.82252,3635458213.65962,2937071740.68756,4220019242.72882,6281917649.94033,6964179187.85579,6716904516.97953,6853467832.49407,6785137215.55736,7638045226.04416,8376613880.84932,8778473643.31852,8794202394.29076,8595955600.36601,10324668271.1032,11857030367.2441,13442861496.4128,14177835841.3923,16091817842.1318,20999229260.4955
86,"Gambia, The",690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2038414968.60683,2187194563.48605
87,Guinea-Bissau,257150374.069711,226313443.749086,236880821.656388,235620043.500927,253966922.278198,270419779.418107,268551010.941186,206457553.397101,224446663.800548,371095522.049969,392621389.507734,417806651.117672,477458577.163666,532062894.803123,587029096.028696,592365659.818537,696910784.011006,868154627.875233,830126428.788601,849878489.118426,1099818591.95479,989271155.135142,1046087367.45447,1054915581.35773,1048229633.00189,1179004911.26676,1350177012.24273,1504630233.68158,1439638410.99683,1431758231.68522,1638517606.89496,1633559092.08861
88,Equatorial Guinea,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.4055,11240808846.6928,12200913887.6419,13097012124.2267,11364133546.2488,9893816016.147,12104994084.4108,12029633746.519
89,Greece,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142588875293.749,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059
90,Grenada,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000.0,1215379155.67282
91,Greenland,1016500069.25708,1037916162.54976,927214151.76793,1005887539.32049,1208953287.06598,1197515569.08202,1072154433.84538,1149858069.75766,1131555107.04907,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,
92,Guatemala,9406135143.41165,10440781587.5435,11400017301.4587,12983233310.7467,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77715183063.2054,86053083476.0294,95003330315.8754
93,Guam,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6056000000.0,6366000000.0,5886000000.0,6123000000.0,
94,Guyana,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800935.59876,4127660158.47257,4279840193.7046,4482697336.56174,4748174334.14044,4787637005.53562,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086
95,High income,20141226030673.2,21667616559850.2,21845057481105.6,23425501389994.8,26014334904341.4,26238484750119.7,25790805396452.4,25887178510680.1,27193488574949.8,27763709846117.0,27490207880780.3,28660779913534.8,32123363956699.7,35770309886950.3,37829846771041.5,39961525167019.7,43754245600209.2,46622467342703.7,43665289317606.3,45764260594016.4,49420915501761.6,49446936532750.0,50053500714034.2,51135722778258.4,48269197364265.6,49296300074775.0,51568259173072.7,54836830985504.1,55313082529074.3,53947360960778.9,60197703636296.2,61667467133645.3
96,"Hong Kong SAR, China",88959997899.9293,104272507639.282,120354212475.0,135811771026.33,144652295363.667,159718183550.734,177353174849.714,168885443660.072,165768095391.557,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368911387845.418,359838583490.063
97,Honduras,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,25089937021.5418,23827859226.8834,28488721680.8502,31717699764.3621
98,Heavily indebted poor countries (HIPC),178848812133.215,133471906673.795,137981322384.669,116865539463.731,136391947077.548,148210088017.774,154524113488.514,163053123872.592,163851765874.226,177609052466.514,172625858368.129,186767852588.124,211405013752.738,243337539451.888,279216950627.647,329779224429.823,395383048262.461,470413768080.616,476559744369.175,525994492647.268,589555494365.611,610600221849.418,678796388932.861,721566723616.048,700456747973.292,734760223878.46,813073071032.464,774573998850.906,802980678249.156,811638956819.199,901695869344.623,980688371242.572
99,Croatia,,,,,22778297035.8477,24147533301.9114,24172615103.9149,25885224259.1919,23770159784.2572,22128719418.4376,23063323722.5007,26757255951.7786,35254833028.402,41855265955.2919,45025332739.6707,49601608068.5472,59319172946.6829,68519137406.1683,62085753435.5869,58819429750.2234,62736258335.3541,57354547991.2213,59491066217.9088,59342363988.804,50857353544.2847,52512987755.9635,56061675144.3829,61481309636.1289,61470295887.8384,57760024673.9359,69081236641.2469,71600049650.195
100,Haiti,3473562850.25798,2257129873.66261,1878253818.03275,2167569095.07336,2813313278.81082,2907517543.41886,3338949151.59927,3723903723.63772,4153725966.80203,6813565983.23285,6331970412.79653,6205847136.95396,5071947798.02544,6087360734.62315,7030149790.90123,7638739123.63747,9228637766.35319,10432962724.6183,11597002929.7039,11859312627.1744,13008746038.8867,13708925402.9447,14902488489.1696,15146883647.3239,14849629407.8872,14069277532.5199,15093357143.2889,16403864522.0538,15016090929.5125,14508222518.3018,20877414952.6375,20253551884.6055
101,Hungary,34753569692.915,38730585922.2189,40124916940.5945,43166678735.2183,46425677734.1435,46658755151.6017,47296952928.7561,48706787306.2574,49073380173.7159,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157227094449.074,182090041757.269,177337436677.365
102,IBRD only,3532186083374.32,3751674050194.39,4178561247227.87,4359648199588.92,4917192704220.2,5368935707824.06,5694558884719.09,5541013125786.2,5397084617176.04,5873696631999.67,5951097981281.81,6039799127447.15,6784137742762.89,8080737354198.09,9655876822627.41,11448899080449.6,14215804352690.4,17052207760183.9,16531766759462.7,20098100461405.3,23790827490517.8,25288537909920.5,26673612339015.9,27568004914940.8,25819766400979.8,26009532000369.7,28726091683851.0,30560357864180.0,31223142705198.9,30066587396556.6,35660094024046.0,37752366428370.0
103,IDA & IBRD total,3947474577664.37,4128966254640.9,4577141433970.3,4783054163518.11,5429299294434.37,5961126871332.41,6315971522962.08,6191844899227.05,5898574066305.06,6445789744803.7,6523917271838.95,6654344248634.86,7471198634863.8,8885336661740.95,10593544069621.4,12565507315212.8,15527372361492.2,18615302047187.1,18075505351682.8,21881244963110.8,25596991001243.8,27192415324133.4,28739943780302.3,29796533207352.6,27995761337401.7,28205801019225.1,31023477908118.7,32938136046145.4,33691655159935.7,32484256023829.4,38289419290330.6,40573962163607.5
104,IDA total,417465134693.552,377852524737.402,399076025459.223,424030668562.542,513311732244.713,594243503316.516,623440212234.452,653834021707.685,501461374257.225,572649240694.606,573243742621.806,615648870425.62,688254226071.794,805822065270.628,938785562620.654,1118003774779.81,1312220682193.71,1563730603418.07,1544429951522.68,1783739113511.21,1806066652278.98,1903732425291.46,2066331441286.42,2228528292411.84,2174433091741.08,2194655385067.49,2296811772816.6,2377791328230.69,2468157129022.84,2416944259558.17,2630708113522.2,2822821779326.05
105,IDA blend,157325761051.649,151862384792.499,161704299771.583,179925426234.566,253248829885.236,307301651328.227,322680919144.555,337878207132.533,181301356226.561,223926346786.424,223607794993.703,245790557167.044,276922900686.399,335978761902.387,397895729455.572,493902796512.371,573019713708.32,672162101824.388,626150635593.919,735134171647.773,840905605485.165,934909812511.599,1017046114859.84,1104016218004.08,1047797673744.04,978035938194.536,960766047737.056,1049969368721.42,1070881784785.96,1003544540837.38,1097399972030.71,1175091814528.12
106,Indonesia,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634990.598,539580085616.492,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186505455736.54,1319100220407.72
107,IDA only,261663913756.548,226421090353.133,237758033526.585,244184968263.645,258714064134.224,284804315906.762,298505284428.304,313613696468.959,321538153870.176,349607946078.511,350543839418.75,370610252657.101,412110772900.101,470420842537.961,541377938354.81,624110705644.315,739402914762.469,892113844684.537,919028869316.024,1049403737086.95,965429726326.58,968834387413.756,1049285326426.59,1124512074407.76,1126635417997.04,1216619446872.95,1336045725079.54,1327821959509.27,1397275344236.88,1413399718720.79,1533308141491.49,1647744371550.23
108,Isle of Man,,,,,914762873.689153,1023005862.77927,1180968165.4086,1382605389.32055,1567402513.69642,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032409189.13713,3422735301.67301,4466353634.79678,5928788780.55394,5486918994.75922,5920366628.33329,6565668780.73505,6690228489.39991,7001180245.83103,7708459144.9826,7084795708.28406,6846373276.59372,6979791187.12712,7491654051.07858,7314966839.12782,6684229268.50545,,
109,India,270105341879.226,288208070278.013,279295648982.529,327275583530.004,360281909643.489,392896866204.516,415867563592.829,421351317224.941,458820417337.807,468394937255.803,485441014538.638,514937948874.212,607699285436.048,709148514815.787,820381595510.643,940259888794.351,1216736438842.41,1198895139014.62,1341888016984.36,1675615519489.35,1823051829900.81,1827637590787.19,1856721507681.08,2039126479228.11,2103588360066.32,2294796885682.55,2651474262735.28,2702929641707.38,2835606256616.03,2671595405986.86,3150306839142.13,3416645826052.87
110,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
